""	"BRU.00001"	"BRU.00002"	"BRU.00003"	"BRU.00004"	"BRU.00005"	"BRU.00006"	"BRU.00007"	"BRU.00008"	"BRU.00009"	"BRU.00010"	"BRU.00011"	"BRU.00012"	"BRU.03709"	"BRU.03713"	"BRU.03722"	"BRU.03733"	"BRU.03746"	"BRU.03762"	"BRU.03775"	"BRU.03780"	"BRU.03787"	"BRU.03792"	"BRU.03804"	"BRU.03813"	"BRU.03815"	"BRU.03819"	"BRU.03822"	"BRU.03824"	"BRU.03839"	"BRU.03853"	"BRU.03856"	"BRU.03860"	"BRU.03861"	"BRU.03867"	"BRU.03871"	"BRU.03878"	"BRU.03881"	"BRU.03886"	"BRU.03895"	"BRU.03899"	"BRU.03904"	"BRU.03907"	"BRU.03916"	"BRU.03932"	"BRU.03936"	"BRU.03937"	"BRU.04003"	"BRU.04004"	"BRU.04006"	"BRU.04008"	"BRU.04013"	"BRU.04034"	"BRU.04035"	"BRU.04036"	"BRU.04044"	"BRU.04045"	"BRU.04049"	"BRU.04050"	"BRU.04056"	"BRU.04057"	"BRU.04058"	"BRU.04061"	"BRU.04064"	"BRU.04065"	"BRU.04071"	"BRU.04075"	"BRU.04077"	"BRU.04079"	"BRU.04082"	"BRU.04088"	"BRU.04090"	"BRU.04092"	"BRU.04093"	"BRU.04095"	"BRU.04098"	"BRU.04102"	"BRU.04113"	"BRU.04114"	"BRU.04119"	"BRU.04121"	"BRU.04133"	"BRU.04137"	"BRU.04146"	"BRU.04150"	"BRU.04151"	"BRU.04153"	"BRU.04341"	"BRU.04348"	"BRU.04351"	"BRU.04353"	"BRU.04357"	"BRU.04364"	"BRU.04372"	"BRU.04377"	"BRU.04381"	"BRU.05218"	"BRU.05228"	"BRU.05229"	"BRU.05231"	"BRU.05232"	"BRU.05235"	"BRU.05236"	"BRU.05237"	"BRU.05241"	"BRU.05243"	"BRU.05246"	"BRU.05249"	"BRU.05251"	"BRU.05256"	"BRU.05258"	"BRU.05264"	"BRU.05270"	"BRU.05271"	"BRU.05272"	"BRU.05327"	"BRU.05336"	"BRU.05341"	"BRU.05343"	"BRU.05344"	"BRU.05349"	"BRU.05352"	"BRU.05355"	"BRU.05361"	"BRU.05364"	"BRU.05377"	"BRU.05379"	"BRU.05382"	"BRU.1000"	"BRU.1006"	"BRU.1017"	"BRU.1018"	"BRU.1022"	"BRU.1028"	"BRU.1031"	"BRU.1032"	"BRU.1036"	"BRU.1037"	"BRU.1039"	"BRU.1040"	"BRU.1042"	"FL.CON1062.BAL.FlushControl"	"FL.CON1063.BAL.FlushControl"	"FL.CON1064.BAL.FlushControl"	"FL.CON1065.BAL.FlushControl"	"FL.CON1066.BAL.FlushControl"	"FL.CON1067.BAL.FlushControl"	"FL.CON1068.BAL.FlushControl"	"FL.CON1069.BAL.FlushControl"	"FL.CON1070.BAL.FlushControl"	"FL.CON1071.BAL.FlushControl"	"FL.CON1072.BAL.FlushControl"	"FL.CON1073.BAL.FlushControl"	"FL.CON1074.BAL.FlushControl"	"FL.CON1076.BAL.FlushControl"	"FL.POST.01.004.BAL.FlushControl"	"FL.POST.01.005.BAL.FlushControl"	"FL.POST.01.006.BAL.FlushControl"	"FL.POST.01.007.BAL.FlushControl"	"FL.POST.01.010.BAL.FlushControl"	"FL.POST.01.011.BAL.FlushControl"	"FL.POST.01.013.BAL.FlushControl"	"FL.POST.02.002.BAL.FlushControl"	"FL.POST.02.003.BAL.FlushControl"	"FL.POST.02.004.BAL.FlushControl"	"FL.POST.02.005.BAL.FlushControl"	"FL.POST.02.006.BAL.FlushControl"	"FL.POST.02.007.BAL.FlushControl"	"FL.POST.02.008.BAL.FlushControl"	"FL.POST.02.009.BAL.FlushControl"	"FL.POST.02.010.BAL.FlushControl"	"FL.POST.02.011.BAL.FlushControl"	"FL.POST.02.012.BAL.FlushControl"	"FL.POST.02.013.BAL.FlushControl"	"FL.POST.03.002.BAL.FlushControl"	"ILDCON1062.BAL"	"ILDCON1063.BAL"	"ILDCON1064.BAL"	"ILDCON1065.BAL"	"ILDCON1066.BAL"	"ILDCON1067.BAL"	"ILDCON1068.BAL"	"ILDCON1070.BAL"	"ILDCON1071.BAL"	"ILDCON1072.BAL"	"ILDCON1073.BAL"	"ILDCON1074.BAL"	"ILDCON1076.BAL"	"Mock.DNA"	"POST.01.001.BAL"	"POST.01.003a.BAL"	"POST.01.004a.BAL"	"POST.01.005.BAL"	"POST.01.006.BAL"	"POST.01.007b.BAL"	"POST.01.009.BAL"	"POST.01.010.BAL"	"POST.01.011.BAL"	"POST.01.013a.BAL"	"POST.02.001.BAL"	"POST.02.002.BAL"	"POST.02.003.BAL"	"POST.02.004.BAL"	"POST.02.005.BAL"	"POST.02.006.BAL"	"POST.02.007.BAL"	"POST.02.008.BAL"	"POST.02.009.BAL"	"POST.02.010.BAL"	"POST.02.011.BAL"	"POST.02.012.BAL"	"POST.02.013.BAL"	"POST.03.001.BAL"	"POST.03.002.BAL"	"POST.04.001.BAL"	"POST.04.002.BAL"	"POST.04.003.BAL"	"POST.04.004.BAL"	"POST.04.005.BAL"	"PRO.1019"	"PRO.1031"	"PRO.1035"	"PRO.1037"	"PRO.1038"	"PRO.1040"	"PRO.1041"	"PRO.1042"	"PRO.1044"	"PRO.1047"	"PRO.1049"	"PRO.1050"	"PRO.1053"	"PRO.1054"	"PRO.1055"	"PRO.1056"	"PRO.1057"	"PRO.1059"	"PRO.1061"	"PRO.1067"	"PRO.1068"	"PRO.1069"	"PRO.1070"	"PRO.1071"	"PRO.1073"	"PRO.1075"	"PRO.1077"	"PRO.1079"	"PRO.1080"	"PRO.1081"	"PRO.1082"	"PRO.1084"	"PRO.1085"	"PRO.1088"	"PRO.1091"	"PRO.1099"	"PRO.112"	"PRO.1125"	"PRO.1127"	"PRO.1134"	"PRO.1264"	"PRO.1265"	"PRO.1280"	"PRO.1282"	"PRO.1284"	"PRO.1286"	"PRO.1287"	"PRO.1289"	"PRO.1290"	"PRO.1291"	"PRO.1292"	"PRO.1295"	"PRO.1296"	"PRO.1299"	"PRO.1300"	"RC1.ReagentControl"	"RC10.ReagentControl"	"RC2.ReagentControl"	"RC3.ReagentControl"	"RC4.ReagentControl"	"RC5.ReagentControl"	"RC6.ReagentControl"	"RC7.ReagentControl"	"RC8.ReagentControl"	"RC9.ReagentControl"
"Salinibacterium"	0.578778135048232	0	0.134328358208955	0.502994011976048	0.232558139534884	0.151724137931034	0.273371104815864	0.44015444015444	0.466666666666667	0.13379164463247	0.195250659630607	0.411764705882353	0.0308988764044944	0.0107042253521127	0.0186536901865369	0.296296296296296	0	0.0277185501066098	0	0.0399305555555556	0	0	0	0.19672131147541	0	0.014760147601476	0.0112951807228916	0	0	0.0756972111553785	0.0981366459627329	0.0660165041260315	0.113003095975232	0	0	0	0.0802512212142359	0	0.132978723404255	0.0333919156414763	0.0319148936170213	0.140154772141015	0.0263157894736842	0.0341555977229602	0.0518602029312289	0.0361757105943152	0	0	0	0.137221269296741	0	0	0.588235294117647	0	0	0	0	0.0462006079027356	0.0113350125944584	0	0	0.00713305898491084	0	0.129411764705882	0	0.158536585365854	0	0.0613577023498695	0	0	0.0589519650655022	0	0.0625	0	0.0151331719128329	0	0.106164383561644	0	0	0	0	0.00473092844470727	0.255382775119617	0	0	0.00544323483670296	0	0.0365953947368421	0.136071528359877	0	0.00407978241160471	0.0953932061423918	0.294117647058824	0.178861788617886	0	0.0180072028811525	0.0109439124487004	0	0.0760393873085339	0.00975081256771398	0	0	0	0	0	0.0228365384615385	0.03202416918429	0.105217391304348	0.0219106047326906	0.0269761606022585	0.0257320319432121	0	0.0562897699461576	0.0221280602636535	0.0119131044148563	0	0	0	0	0	0.0984042553191489	0	0.0694310511089682	0	0.32089552238806	0.0763888888888889	0.0200364298724954	0.0319111630625365	0	0	0.0836236933797909	0.062992125984252	0	0	0.128279883381924	0	0	0.192	0.116981132075472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031331592689295	0	0	0.0779816513761468	0	0	0	0	0.333333333333333	0.0387596899224806	0.0649006622516556	0.0592705167173252	0	0	0.0413333333333333	0.266666666666667	0	0.0938775510204082	0.109947643979058	0	0	0.0512820512820513	0.00993124522536287	0.101973684210526	0	0	0	0	0.0402985074626866	0.0312803103782735	0.151913875598086	0	0	0	0	0	0.0912162162162162	0	0.167808219178082	0.0644371941272431	0.103896103896104	0	0	0.178239083750895	0	0	0	0	0	0.0298507462686567	0	0.0810295519542421	0	0.0191570881226054	0	0	0	0	0	0	0	0	0	0
"Arthrobacter"	0	0	0	0	0	0	0	0	0	0.0290851401374934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0553420445810915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Micrococcus"	0	0	0	0	0	0	0	0	0	0	0	0	0.0617977528089888	0	0	0	0	0	0	0	0	0	0	0	0.082089552238806	0.00527148128624143	0	0	0	0	0	0.0307576894223556	0	0	0	0	0	0	0	0	0.00472813238770686	0	0.00995732574679943	0	0	0.0148578811369509	0	0.0146596858638743	0	0	0	0	0.274509803921569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0121065375302663	0	0	0	0	0	0	0	0	0	0.0404721753794266	0	0.0125477359519913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00783167738164816	0	0	0	0	0	0	0	0.0462724935732648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0738585496866607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0207407407407407	0.0346020761245675	0	0	0	0	0.00736196319018405	0.0487804878048781	0	0	0	0.0232158211521926	0	0.0128338536246965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00708382526564345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008	0	0	0	0.0890052356020942	0	0	0	0	0.0921052631578947	0	0	0	0	0	0.0021823472356935	0	0	0	0	0	0	0	0	0	0.0244698205546493	0	0	0	0	0	0	0	0	0.0264367816091954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04
"Rothia"	0	0	0	0	0	0	0	0	0	0	0	0	0.0533707865168539	0	0	0	0.0518867924528302	0	0.351351351351351	0.0451388888888889	0	0	0.0104370515329419	0	0	0.0121244069583553	0.00978915662650602	0.30379746835443	0.0112936344969199	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00995732574679943	0	0	0.0542635658914729	0	0	0.008837525492862	0	0.116071428571429	0	0	0	0	0	0	0	0.028127623845508	0.0700729927007299	0	0	0	0	0	0	0	0	0	0.0233009708737864	0	0	0	0	0	0	0	0.00551398188263096	0.0228651423238451	0	0	0	0	0	0	0	0	0	0	0	0.0267452402538531	0	0	0	0	0	0	0	0	0.0108342361863489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0705882352941176	0	0	0	0	0	0	0.0617977528089888	0	0	0	0.0393921683226184	0	0	0	0	0	0.227722772277228	0	0	0	0	0	0	0	0	0	0.0115967885816235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0359327217125382	0	0	0	0	0	0.0565770862800566	0.0199203187250996	0	0	0	0.0403225806451613	0	0	0	0	0.0135275754422477	0	0.113924050632911	0	0.201149425287356	0	0	0	0	0.0697329376854599	0.0366088631984586	0	0	0	0	0	0	0.0575894693541752	0	0	0.0319488817891374	0	0	0	0.0808219178082192	0.0409287682014955	0	0	0	0	0.117647058823529	0.371428571428571	0	0	0	0	0	0	0	0	0	0	0	0.0866666666666667	0	0	0	0.392670157068063	0	0	0.0833333333333333	0	0	0.335526315789474	0	0	0	0	0.0193986420950533	0	0.541176470588235	0	0	0	0	0	0	0	0	0.199134199134199	0	0	0.078740157480315	0	0	0	0	0.0563218390804598	0.0177238805970149	0	0	0	0	0	0	0	0.109149277688604	0	0	0	0	0	0
"Mycobacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0383795309168444	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0255063765941485	0	0	0	0	0	0	0.0292553191489362	0.00790861159929701	0	0	0.00995732574679943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0330097087378641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00740131578947368	0.0846605196982397	0.0341207349081365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0127263827704356	0	0	0	0	0	0	0	0	0.0815307820299501	0	0	0	0	0.0145719489981785	0.0105201636469901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0121212121212121	0	0	0	0	0	0	0	0	0.0555555555555556	0.0571428571428571	0	0	0.0214492753623188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0184544405997693	0	0.0155586987270156	0	0	0	0	0	0	0	0	0	0.0308706208810267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Promicromonospora"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0205128205128205	0	0
"Propionibacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00525131282820705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00551378446115288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000867152271938953	0	0	0	0	0	0.00793650793650794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pseudonocardia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0083210964268233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0145363408521303	0	0.019047619047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018913676042677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rubrobacter"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0188003581020591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rubricoccus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0203915171288744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Flavisolibacter"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00616776315789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"[Prevotella]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0850694444444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0549095607235142	0	0	0	0	0	0	0	0	0.0783994795055303	0	0	0	0	0	0	0.0677640603566529	0	0	0.0950819672131148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00820568927789934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0423892100192678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Porphyromonas"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123667377398721	0	0	0	0	0	0	0	0.127042698998419	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0474516695957821	0	0	0	0	0	0	0	0.122513089005236	0	0	0	0	0	0	0.016590761223162	0	0	0	0	0	0	0.100685871056241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00417536534446764	0	0	0.0870215311004785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0420673076923077	0	0	0	0	0	0	0	0	0.0161177295024527	0	0.0470588235294118	0	0	0.1796875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00611620795107034	0	0	0	0	0	0	0	0	0	0	0.118279569892473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00256904303147078	0	0	0	0	0	0	0	0	0	0	0	0	0.018957345971564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0536864710093057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Prevotella"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21654501216545	0	0	0	0.135135135135135	0.184027777777778	0.0326441784548422	0	0	0	0	0.194517659462309	0.450301204819277	0	0.112936344969199	0	0	0.04576144036009	0.0402476780185759	0.398126463700234	0.221544715447154	0	0	0	0.152482269503546	0.0421792618629174	0.0732860520094563	0	0.164295874822191	0	0.0146561443066516	0.0613695090439276	0	0	0.255608429639701	0.164665523156089	0.397321428571429	0.922196796338673	0	0	0.354261548471048	0	0.125	0	0.0994962216624685	0	0	0.0397805212620027	0	0	0.258469945355191	0.451219512195122	0.148619957537155	0	0.240821406347231	0	0.220524017467249	0.757164404223228	0.144230769230769	0	0.657990314769976	0	0.188356164383562	0.0638046474990154	0	0.373695198329854	0.00865051903114187	0	0	0	0	0.0622083981337481	0	0.046875	0	0	0.329555757026292	0.0902745463006049	0	0	0	0	0.0711354309165527	0.18562874251497	0.0426695842450766	0.182556879739978	0.451761102603369	0.492697924673328	0	0	0.020671834625323	0.112980769230769	0.181268882175227	0	0.176161262050833	0	0.125998225377107	0.445070422535211	0.320117474302496	0.250470809792844	0.250875963559916	0	0	0	0	0	0.167553191489362	0.151414309484193	0	0.179775280898876	0	0	0.205828779599271	0.0234950321449445	0	0.0611620795107034	0.024390243902439	0	0	0.534653465346535	0	0.012853470437018	0.0925925925925926	0	0.0471698113207547	0.0438247011952191	0	0	0	0	0	0	0	0	0	0	0	0.162109375	0	0	0.0423645320197044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.456422018348624	0.0197802197802198	0.0213903743315508	0.268148148148148	0.0738177623990773	0	0	0.0697211155378486	0	0.197546012269939	0.263414634146341	0.0537634408602151	0	0.40814479638009	0	0	0	0.0807799442896936	0	0	0.0301724137931034	0	0.0164203612479475	0.308845577211394	0.272340425531915	0.602373887240356	0.039820166987797	0.0485961123110151	0	0.585227272727273	0	0	0	0.011517893870835	0.304473304473304	0.0437158469945355	0.230031948881789	0.298850574712644	0	0	0.10958904109589	0.0310901219992129	0	0.0460829493087558	0.576470588235294	0.35509138381201	0.245674740484429	0	0	0.0487804878048781	0	0.867435158501441	0.156363636363636	0	0.0923772609819122	0	0.0600303951367781	0.241071428571429	0	0.170666666666667	0	0	0	0	0.424242424242424	0	0.41025641025641	0.246753246753247	0	0.0723684210526316	0.052863436123348	0.666666666666667	0.0547703180212014	0.0388059701492537	0.234481086323957	0	0	0	0.232142857142857	0.271317829457364	0	0	0.445833333333333	0	0.0285481239804241	0	0.26984126984127	0.029045643153527	0	0	0.121145374449339	0.498793242156074	0.0784671532846715	0.0850574712643678	0	0	0.648236415633937	0	0.756704980842912	0	0	0	0	0	0	0	0	0	0
