""	"rowname"	"FL.CON1062.BAL.FlushControl"	"FL.CON1063.BAL.FlushControl"	"FL.CON1064.BAL.FlushControl"	"FL.CON1065.BAL.FlushControl"	"FL.CON1066.BAL.FlushControl"	"FL.CON1067.BAL.FlushControl"	"FL.CON1068.BAL.FlushControl"	"FL.CON1069.BAL.FlushControl"	"FL.CON1070.BAL.FlushControl"	"FL.CON1071.BAL.FlushControl"	"FL.CON1072.BAL.FlushControl"	"FL.CON1073.BAL.FlushControl"	"FL.CON1074.BAL.FlushControl"	"FL.CON1076.BAL.FlushControl"	"FL.POST.01.004.BAL.FlushControl"	"FL.POST.01.005.BAL.FlushControl"	"FL.POST.01.006.BAL.FlushControl"	"FL.POST.01.007.BAL.FlushControl"	"FL.POST.01.010.BAL.FlushControl"	"FL.POST.01.011.BAL.FlushControl"	"FL.POST.01.013.BAL.FlushControl"	"FL.POST.02.002.BAL.FlushControl"	"FL.POST.02.003.BAL.FlushControl"	"FL.POST.02.004.BAL.FlushControl"	"FL.POST.02.005.BAL.FlushControl"	"FL.POST.02.006.BAL.FlushControl"	"FL.POST.02.007.BAL.FlushControl"	"FL.POST.02.008.BAL.FlushControl"	"FL.POST.02.009.BAL.FlushControl"	"FL.POST.02.010.BAL.FlushControl"	"FL.POST.02.011.BAL.FlushControl"	"FL.POST.02.012.BAL.FlushControl"	"FL.POST.02.013.BAL.FlushControl"	"FL.POST.03.002.BAL.FlushControl"	"ILDCON1062.BAL"	"ILDCON1063.BAL"	"ILDCON1064.BAL"	"ILDCON1064a.BAL"	"ILDCON1065.BAL"	"ILDCON1065a.BAL"	"ILDCON1066.BAL"	"ILDCON1066a.BAL"	"ILDCON1067.BAL"	"ILDCON1068.BAL"	"ILDCON1069.BAL"	"ILDCON1069a.BAL"	"ILDCON1070.BAL"	"ILDCON1071.BAL"	"ILDCON1071a.BAL"	"ILDCON1072.BAL"	"ILDCON1073.BAL"	"ILDCON1074.BAL"	"ILDCON1076.BAL"	"ILDCON1076a.BAL"	"NEG.OR.01.002.Water.OralControl"	"NEG.OR.01.004.Water.OralControl"	"NEG.OR.01.005.Water.OralControl"	"NEG.OR.01.006.Water.OralControl"	"NEG.OR.01.007.Water.OralControl"	"NEG.OR.01.010.Water.OralControl"	"NEG.OR.01.011.Water.OralControl"	"NEG.OR.01.013.Water.OralControl"	"NEG.OR.03.001.Water.OralControl"	"NEG.OR.CON1062.Water.OralControl"	"NEG.OR.CON1063.Water.OralControl"	"NEG.OR.CON1067.Water.OralControl"	"NEG.OR.CON1068.Water.OralControl"	"NEG.OR.CON1069.Water.OralControl"	"NEG.OR.CON1070.Water.OralControl"	"NEG.OR.CON1071.Water.OralControl"	"NEG.OR.CON1072.Water.OralControl"	"NEG.OR.CON1073.Water.OralControl"	"NEG.OR.CON1074.Water.OralControl"	"NEG.OR.CON1075.Water.OralControl"	"NEG.OR.CON1076.Water.OralControl"	"OR.CON1062.OralRinse"	"OR.CON1063.OralRinse"	"OR.CON1064.OralRinse"	"OR.CON1064a.OralRinse"	"OR.CON1065.OralRinse"	"OR.CON1066.OralRinse"	"OR.CON1067.OralRinse"	"OR.CON1068.OralRinse"	"OR.CON1069.OralRinse"	"OR.CON1069a.OralRinse"	"OR.CON1070.OralRinse"	"OR.CON1071.OralRinse"	"OR.CON1072.OralRinse"	"OR.CON1073.OralRinse"	"OR.CON1074.OralRinse"	"OR.CON1075.OralRinse"	"OR.CON1076.OralRinse"	"OR.POST.01.002.OralRinse"	"OR.POST.01.004.OralRinse"	"OR.POST.01.005.OralRinse"	"OR.POST.01.005a.OralRinse"	"OR.POST.01.006.OralRinse"	"OR.POST.01.007.OralRinse"	"OR.POST.01.007a.OralRinse"	"OR.POST.01.010.OralRinse"	"OR.POST.01.011.OralRinse"	"OR.POST.01.013.OralRinse"	"OR.POST.01.013a.OralRinse"	"OR.POST.02.001.OralRinse"	"OR.POST.02.002.OralRinse"	"OR.POST.02.003.OralRinse"	"OR.POST.02.004.OralRinse"	"OR.POST.02.005.OralRinse"	"OR.POST.02.006.OralRinse"	"OR.POST.02.007.OralRinse"	"OR.POST.02.008.OralRinse"	"OR.POST.02.009.OralRinse"	"OR.POST.02.010.OralRinse"	"OR.POST.02.011.OralRinse"	"OR.POST.02.012.OralRinse"	"OR.POST.02.013.OralRinse"	"OR.POST.03.001.OralRinse"	"OR.POST.03.002.OralRinse"	"POST.01.001.BAL"	"POST.01.003.BAL"	"POST.01.003a.BAL"	"POST.01.004.BAL"	"POST.01.004a.BAL"	"POST.01.005.BAL"	"POST.01.006.BAL"	"POST.01.007.BAL"	"POST.01.007a.BAL"	"POST.01.007b.BAL"	"POST.01.009.BAL"	"POST.01.010.BAL"	"POST.01.011.BAL"	"POST.01.011a.BAL"	"POST.01.013.BAL"	"POST.01.013a.BAL"	"POST.02.001.BAL"	"POST.02.002.BAL"	"POST.02.003.BAL"	"POST.02.004.BAL"	"POST.02.005.BAL"	"POST.02.006.BAL"	"POST.02.007.BAL"	"POST.02.008.BAL"	"POST.02.009.BAL"	"POST.02.010.BAL"	"POST.02.011.BAL"	"POST.02.012.BAL"	"POST.02.013.BAL"	"POST.03.001.BAL"	"POST.03.002.BAL"	"POST.04.001.BAL"	"POST.04.002.BAL"	"POST.04.003.BAL"	"POST.04.004.BAL"	"POST.04.005.BAL"	"RC1.ReagentControl"	"RC10.ReagentControl"	"RC2.ReagentControl"	"RC3.ReagentControl"	"RC4.ReagentControl"	"RC5.ReagentControl"	"RC6.ReagentControl"	"RC7.ReagentControl"	"RC8.ReagentControl"	"RC9.ReagentControl"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"13"	"Dermacoccus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0184104994531535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00610717100078802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"14"	"Gordonia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00321027287319422	0	0	0	0.00309119010819165	0	0	0	0	0	0	0.00721908349026993	0	0	0	0	0.00364520048602673	0	0.00437828371278459	0	0	0	0	0	0	0	0	0	0.00105108261509355	0	0	0	0	0	0	0	0	0.00173210161662818	0.00642804967129291	0.0445037828215398	0	0	0	0	0.0368784985182746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011812476928756	0	0	0	0	0	0	0	0.0041973696483537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0271107668474051	0.00610004066693778	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"15"	"Arsenicicoccus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0115598478197249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"16"	"Phycicoccus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0232302908359246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01709726443769	0	0	0	0	0.00248491302804402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"17"	"Frigoribacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00199335548172757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00869787669480686	0	0	0	NA	NA	NA	NA	NA	NA	NA
"18"	"Microbacterium"	0	0	0	0.00234149855907781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00268336314847943	0	0	0.00627943485086342	0.0207067918277195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00581702802749868	0	0	0	0	0	0	0.00109735068192507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00692383778437191	0	NA	NA	NA	NA	NA	NA	NA
"19"	"Pseudoclavibacter"	0	0	0.0119244783040742	0	0.00537634408602151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00688259109311741	0	0	0	0	0	0	0.00248756218905473	0	0	0	0	0	0	0	0	0	0	0	0.0212648439657553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00447719429157728	0	0	0	0	0	0.0023271598952778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"20"	"Kocuria"	0	0	0	0.0127881844380403	0	0	0	0.0127262443438914	0	0	0	0	0	0	0	0.0194399857321206	0	0	0	0.0126223596084493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00336011687363039	0	0	0	0.0135321734327534	0.0173769892079751	0	0	0	0	0	0	0	0	0	0.0256764218663722	0	0	0	0	0	0.0632832080200501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0044296788482835	0	0	0	0	0	0	0	0.00578304262662065	0.00951877313590693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03150112504018	0	0.00976999796458376	NA	NA	NA	NA	NA	NA	NA
"21"	"Micrococcus"	0	0	0.139615766810202	0.0243155619596542	0.0661290322580645	0.0169117647058824	0	0	0.0477908025247971	0	0.0325329202168861	0	0	0	0	0.11788835384341	0	0	0	0.0231839258114374	0	0	0.0257801899592944	0	0.0199323053779616	0	0	0	0.033457249070632	0	0	0.1044957472661	0	0	0	0	0	0	0.0538461538461538	0	0.00578034682080925	0.0161320933763522	0	0	0.0102342506254264	0	0	0	0	0.00128095644748079	0.00276090557702927	0	0.00981524249422633	0	0	0	0	0	0	0	0	0	0	0	0	0.0259311645450259	0	0	0	0.00163833708785583	0	0	0.0348204570184984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00481455064194009	0	0	0.0121988882025942	0.0283499446290144	0	0	0	0	0	0	0	0.0287286633709542	0	0	0	0	0	0.0151265393193057	0	0	0	0.00263461221801416	0	0	0.00728920409771474	0	0	0	0	0	0	0	0.00288276745675849	0	0	0	0.00656068634872571	0	0	0.00791826309067688	0	0	0	0.0257171117705242	0.0386729086098107	NA	NA	NA	NA	NA	NA	NA
"22"	"Nesterenkonia"	0.0686804451510334	0.265339966832504	0.00745279894004637	0.0752881844380403	0.0763440860215054	0.0541666666666667	0.164597517020425	0.0571266968325792	0.130072137060415	0.0979899497487437	0.0666150271107668	0.109759805411979	0.0972388955582233	0.0950413223140496	0.0334779223668113	0.0306759407883003	0.24487756121939	0.00584917484854815	0.177817807514153	0.0638845955692942	0.0255863539445629	0.143014705882353	0.083349486334561	0.0629407155915383	0.134261000376081	0.128930817610063	0.164783427495292	0.141436464088398	0.0663834306956984	0.149581913905234	0.273757079924481	0.15370595382746	0.0591669910471	0.188704028021016	0.00866089273817455	0.00722689075630252	0	0	0.0178137651821862	0.0179439252336449	0.0341040462427746	0.0762953122034542	0.00976205003050641	0.0391002732814799	0.0309301796679554	0.0403863037752414	0	0	0	0.00362937660119556	0.0122860298177802	0.00780937124549459	0.0348729792147806	0.0620891161431702	0.0883400089007566	0.0752825373678454	0.122012292283178	0.146092239712787	0.0643863179074447	0.108659861705631	0.233310152990264	0.132844855049379	0.0881091617933723	0.101011994002998	0.0709600477042338	0.12022630834512	0.0823836657169991	0.153846153846154	0.0819988956377692	0.0147450337907024	0.0122459614382491	0.149537892791128	0.147624229234675	0.117894216510133	0.167293233082707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0249643366619116	0.120440729483283	0.0513164965072542	0.0702594193946881	0.0213362864525655	0	0.0493432729854455	0.00427167876975651	0	0	0.0250875145857643	0	0.00167894785934148	0.116164286973383	0	0	0.00887096774193548	0	0.00756326965965287	0.0250572082379863	0.0732089669227152	0	0.0139963774082002	0.00485731633272617	0.106109324758842	0.0795902285263987	0.0186915887850467	0	0.00674870980547836	0	0.0060672917815775	0	0	0.0304292120435618	0	0	0.0559174809989142	0.0600555134998738	0.0604182804027885	0.123627490849939	0.110600255427842	0.0765901392547986	0.00767459708365311	0.133397621343619	0.0633036597428289	0.131487889273356	NA	NA	NA	NA	NA	NA	NA
"23"	"Rothia"	0	0	0	0.00252161383285303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0108261159227182	0	0	0.00278164116828929	0	0	0	0	0	0.0168173218414967	0	0	0.00600240096038415	0	0	0	0	0.00300360432519023	0	0	0	0.0001822821728035	0	0	0	0	0	0	0.00155945419103314	0	0.00596302921884317	0	0.00332383665716999	0.00470957613814757	0	0.028670899037477	0.0158936946326212	0.00720887245841035	0	0	0.0169172932330827	0.0235636217788028	0.00441956393635828	0.0480292563998375	0.0420168067226891	0.030606667881217	0.00720382115730953	0.0267540983606557	0.0802267651606253	0.180167597765363	0.194601226993865	0.0891987605135015	0.0192637802784665	0.0923781958514231	0.00250395361096468	0.015475735575086	0	0	0.0506944444444444	0.0332771693344566	0.00307574009996155	0.00123609394313968	0.140765233821445	0.100863821138211	0.107587976539589	0	0.0321050995024876	0.00118296529968454	0	0	0.0583868126336982	0.00958689210388705	0.141512984569063	0	0	0.00295778435063189	0.0265854148530101	0	0.072593476531424	0	0.0791026238161776	0.0227564528268473	0.0231081319456694	0	0	0	0	0	0.00575858250276855	0	0.0159744408945687	0.00704826997009825	0	0	0.0828471411901984	0	0	0	0	0	0	0.0172978027115475	0.00552700475128479	0	0	0	0	0	0	0.0275807722616233	0	0	0.00198491464867011	0	0	0	0.012566560170394	0.0166559897501602	0	0	0	0	0	0.0276535176901179	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"24"	"Mycobacterium"	0	0	0	0	0.00376344086021505	0	0	0	0	0	0	0	0	0.0120523415977961	0.00645089533978423	0	0	0.00386463338207646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0046247635064116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03442280945758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00531914893617021	0	0	0.0167589516426726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"25"	"Rhodococcus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00856072766185126	0	0	0	0	0	0	0	0	0	0.0345911949685535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00227963525835866	0	0	0.00339608711701735	0	0	0	0	0	0	0	0.00223859714578864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"26"	"Nocardioides"	0	0	0	0	0.00645161290322581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00109749405524053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00346991509782207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00068649885583524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00460475825019187	0	0	0	NA	NA	NA	NA	NA	NA	NA
"27"	"Xylanimicrobium"	0.00794912559618442	0	0	0.00324207492795389	0	0.00955882352941177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0536602700781805	0	0	0	0	0	0	0	0.015400955921402	0	0	0	0	0.00919439579684764	0	0	0	0	0	0	0.00173410404624277	0	0	0	0	0	0	0	0	0	0	0	0	0.00189919649379109	0	0.00710900473933649	0	0	0	0	0	0	0.0284600389863548	0	0.00238521168753727	0	0	0.00353218210361068	0	0.00389105058365759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017718715393134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028604118993135	0	0	0	0	0.0122943067902402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0165600301091457	0	0.00450016072002571	0	0	NA	NA	NA	NA	NA	NA	NA
"28"	"Propionibacterium"	0	0	0.00182179529645578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000369139904023625	0	0	0	0	0	0	0	0.00270497155116127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"29"	"Pseudonocardia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0129310344827586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"30"	"Bifidobacterium"	0	0	0	0.00396253602305476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0291400142146411	0	0	0.00391747192478454	0	0	0	0	0	0	0	0	0	0.0140105078809107	0	0	0	0	0	0	0	0	0	0	0.00545826700022743	0	0	0	0	0.0153714773697694	0.0093870789618995	0	0.00115473441108545	0.00116873630387144	0	0	0	0	0	0	0	0	0	0.00637181409295352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00108538350217077	0	0	0	0.00405022276225192	0.00509259259259259	0	0.015763168012303	0.011478015186297	0	0	0	0	0.0423662935323383	0.00170872765509989	0.00117577895355673	0.0127459749552773	0	0.00040671663471036	0	0	0	0	0	0.00327824067750307	0	0.0109868550127526	0.000776276975624903	0.0065967149245141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143643316854771	0	0	0	0.0344086021505376	0	0.000678754969456026	0	0	0	0	0	0.0017022886324948	0	0.00794392523364486	0.0896869244935543	0.00396982929734021	0	0	0	0	0.0113709160794363	0	0	0	0	0	0	0	0	0.00332565873624968	0	0	0	NA	NA	NA	NA	NA	NA	NA
"31"	"Gardnerella"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00242277407631738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00400534045393859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00261169667008675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"32"	"Scardovia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00117453605825699	0	0	0.0700651769087523	0.0115337423312883	0	0	0	0	0	0	0	0.0066358024691358	0	0	0	0	0.00533536585365854	0.0117302052785924	0.0506393861892583	0	0	0	0	0	0	0	0	0	0.0204356009680022	0	0	0	0	0	0	0	0.04281098546042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0306273670344146	0	0	0	0	0	0	0	0.0827357970215113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"33"	"Atopobium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00780937124549459	0.00404157043879908	0.00160701241782323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00921564611918902	0.0265763418447108	0	0	0	0	0.00360974631505064	0	0.00105648110524177	0.00125719579170251	0.0125705957369284	0	0.0316065573770492	0.0128843841264388	0.00675046554934823	0.00441717791411043	0	0.00267022696929239	0.00289435600578871	0.00566684238270954	0.00783339701948796	0.024534582665516	0.00405022276225192	0.010108024691358	0.0120752597584948	0.00615148019992311	0.00600388486667844	0	0.00279471544715447	0.00293255131964809	0	0.0149253731343284	0.00762355415352261	0.00705467372134039	0.0138640429338104	0.00239083931043161	0.00226599267910058	0	0	0.00699300699300699	0.0368378596396881	0.0290631487309985	0.0277284523972135	0.00437549721559268	0.0235432607416127	0.0055891942244993	0.00655244166998716	0.0846710178161933	0	0.0189015691868759	0.0110182370820669	0.0319720580333154	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0432795698924731	0	0	0	0	0	0.00345792853614359	0	0	0	0.0345794392523364	0.00976058931860037	0.0162763001190949	0	0.00937672366243795	0.0740740740740741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"34"	"Collinsella"	0	0	0	0	0	0	0	0	0.00969341749323715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
