"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"1e11f49091bc6ecbc5fc547f1b36a7c6","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae",NA,NA
"817fd36b2fbfadb5a7b4773f79484bba","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Aggregatibacter","segnis"
"0d4f31238c0dc868f1937f847ef3fe69","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus",NA
"45290f2590774f6d0e28f5e7a2b0c893","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"bdd17d58a00771a94b3a6c76846b1594","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Serratia","marcescens"
"e7b3dbe1fdb767bf3dc679ccb1369052","Bacteria","Proteobacteria","Gammaproteobacteria","Cardiobacteriales","Cardiobacteriaceae","Cardiobacterium",NA
"c1c8943f44cfa2ba3736b0e2d75f2b16","Bacteria","Proteobacteria","Gammaproteobacteria","Cardiobacteriales","Cardiobacteriaceae","Cardiobacterium",NA
"44be947cc67f76f8d0cbfaff2489a69b","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella",NA
"550b6637784a47738435a94a0750ae90","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae",NA,NA
"3f0a5cd9b3240dfaca7af3e86ae24ad2","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"7dd07e7535285c2595a69538878226a6","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","veronii"
"ae3ae4cd1ba0f60f3298fdb16c0acba4","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","fragi"
"d808fb59707b01e9c7c0c24f792b8654","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"cb125eb54ec0cbdbcca7ac92b4cd897c","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Alcanivorax",NA
"db10bee2ead8988aa83ac658f4942f7a","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","campisalis"
"23b77b31c18d5b6109c8c4524ba0d27f","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15",NA,NA,NA
"915ac7626a3ecee2cd2a783584896136","Bacteria","Planctomycetes","OM190","agg27",NA,NA,NA
"6a282e33ab16ecc73664d8539e52c54e","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","0319-6G20",NA,NA
"cb97afafc3349a2c306183cb21c16b1d","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae",NA,NA
"e7f548c1c3abade96b4bc8685557146d","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales",NA,NA,NA
"1006d42c9984f242af419f88f8f30b61","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"f9841bbca3f0f09586af04f9c74bf55c","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"5867ebb5c5c92a03e74c5a56891ec868","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Afipia",NA
"4bb96d7ec191f9f114463f425bca5f72","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","vesicularis"
"7fca4f5e7b0a37bcb0357c133cf53e68","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","aminovorans"
"fbe1b4948902a4ce3d03099c4fd87e28","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus",NA
"ad4f9d5d1dda31a4dc12a3fe7a6e3e56","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"154cdeb6c4f8f60728b325e59acdc73a","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae",NA,NA
"a9ab637ae7e27f2645abc90a1ad525c6","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae",NA,NA
"275fbdaf76afb2ddeafdd75f3f7c3895","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"70915f0b1907f8977194d7cc6289fafe","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"6dcd172d90a42c3a922d06cd609caf6c","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"4d3716148d258ae1a0bc49a121d68888","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"1e28110d59faef36bc4991d87ded170f","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"a49a7c28dc5176c670d26b28cb1b3e28","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"e5030622039d3d3705f5595bb5f2063d","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"bdb9e5f6c41c701ec4b3bc754f1fde53","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"5b1a3001d6ac545645c6f80178f7fe27","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"cb18538c1097684dd9f33953019126c6","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"0683bc1e070848dbdd66e94651ed08e3","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"c9094014ee45d351cccd5d99dfb5d0db","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"274f5edda7d6ed4f198f474cc16edfc8","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"8905f8c0e7ad25e02e0b4375ba010160","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"f3c867c4f48a6c2a3aeb1dd95ae63100","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"efa5ea162c36da07f16b57c95ecffe39","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"6dde32bf58ed25ed4fd5a8e6fdeb6fa1","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"bca4d2851db67279702d9c76f0fab29b","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"0db9fc2e6ad68bd72fad459d5db257e5","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"2b2ef93955a0e7fc9940b16759cf6c2a","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"f521200f7d309465ddd1b723d078d95a","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"33d0cdb70812c6789273b89eaf0080f2","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"4d8dd64df4ffda19e38bdd8e22c5fa26","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"c7518531124a2d6d160717b1a508713e","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"2de8c40c85ed7c0528dea747ce9c6f58","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"2a6338e2218fe791f956cae08b2ff459","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium",NA
"4f9577a9ec95717acd97056ebb492cc6","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium",NA
"dfc69074d4a8a05116d49ec48b3fe00c","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium",NA
"ce29fe8dd673e9aafdc4a2a6887a6ed5","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium",NA
"f6c968849bd0ed65bb91fdd668e010b5","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium",NA
"0dd01b13b32c840bd2c753b4e13f1ed8","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium",NA
"74c28e8c5046e43b644e02948137c4f4","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium",NA
"77eb4ab5b4b721ab97bded27837d42ac","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium",NA
"318f895f95da9a1725a745f1f8759b88","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium",NA
"7981fd2835145dc854b851f83bf045d3","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium",NA
"7984f1cd22e30fdf65fd3e4c5038e853","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium",NA
"a7cb4f8cb0f3aa79f3da83a765982f91","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium",NA
"b1a981fb3cf40f19bae316b9bde71f19","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium",NA
"d3aacc050872ebe6c5da8f8b8710ba18","Bacteria","Spirochaetes","Spirochaetes","Spirochaetales","Spirochaetaceae","Treponema","socranskii"
"abd54d2308743cef6f60d0518e2dfd99","Bacteria","Spirochaetes","Spirochaetes","Spirochaetales","Spirochaetaceae","Treponema",NA
"ee163f44f21facf50e3639f0b21bad66","Bacteria","Spirochaetes","Spirochaetes","Spirochaetales","Spirochaetaceae","Treponema",NA
"96d581b50ed6963b92de1487328419f1","Bacteria","Spirochaetes","Spirochaetes","Spirochaetales","Spirochaetaceae","Treponema",NA
"6b54a6eb110b1525d7ee8cd273156d5e","Bacteria","Spirochaetes","Spirochaetes","Spirochaetales","Spirochaetaceae","Treponema",NA
"c4d9d0060684ad0625fe2a5f58f28c06","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter",NA
"14a597495c9c251d0a3bd884e90977db","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","rectus"
"d58edb28d4df2fc280e7fee2873cfa3d","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter",NA
"5c4dac94bdd99db6fa67332f0ad83d8e","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter",NA
"bc2e91c177dcf042f2ecde858c2e64ed","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter",NA
"0b12835fa498ceaf800913bca8764435","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Bulleidia","moorei"
"806aa0ceafe588d8d265052b8c0202fa","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma",NA
"a68f1205d4074f8928125564ed7681d2","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Chryseobacterium",NA
"6b6bf75089fa230c3ad7214efd733b74","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]",NA,NA
"2e9f64ce9ec727ee1fde65c75aa71db7","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]",NA,NA
"0ef44eaa38633505158a3dab1466cbf7","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga",NA
"6046915cd4ef8792461b808c4ae8867c","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga",NA
"aaa8a2e2ee7d13c6ed0703f1600f3112","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga",NA
"e3d7402dfa7a45343b415c679366e347","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga",NA
"10ee7c2f524cbdebee04e798574a2116","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga","ochracea"
"871fcc3c84b0af8daad8418bebe9534c","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga","ochracea"
"e49e3dae47faeb85db7655d53ae5e871","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga","ochracea"
"dfdd15ad7aa5f62f408b96090c65ad0c","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga","ochracea"
"17f07123b1cdd1ccec2b305f604c740a","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga","ochracea"
"248470c3b996979c8d6409548617f915","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga",NA
"f542ba12949ca5b05cc73ead29532c65","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae",NA,NA
"7cda9107576dcf900c495f42350bbcb0","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"fa338bd6ec6718e39c213efa4bc3b605","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"4f61c154400458e23e9479967a7995c6","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"b87515de8cce698c1abf4ae53e29a739","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"5464c67e4ae6fc14641df2ae8fa7ce70","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Paludibacter",NA
"8a68676bdfc5fa94ccc48dde5d1fa3d7","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Paludibacter",NA
"64cb71c031ec2e7e4e7a66f737930d36","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Tannerella",NA
"268b40ed29e51f4025fa6f7b9f90051e","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Tannerella",NA
"5f6f3c4136912b086128e3cdc9877cd3","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Tannerella",NA
"e83781c7f4cfbd3cdd2c51a3dfe855b6","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"ec62f5ab04d9c4ebc9aa3850f7e776c5","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"18e7a8e3cd0b9393e1af96eca4bb37b5","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"00195669516a08d7c151fad1ecadf78f","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"9e06ff8f82499e1f457e55e8a7157d0d","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","endodontalis"
"b282c6fb0b45bbea9297ace5bb3f92b4","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"bf56e88860c358473291812140f4e5ff","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"f67cec7cd4e11f2ded3496f7396aae28","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"903fa4aea0b855b8f5a46080a50887b1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"10d2a61d5b3f7e5db7132c24b6169d2c","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","nanceiensis"
"bd805023859ca2890e70bb169b1ccc87","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","nanceiensis"
"e7133e64b9602a29f3d6d8c2697ff1b7","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","nanceiensis"
"7b2f0434b6b9657b643aee781cd80b85","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"07fd92a1176438aa1adb7e895b2a5e53","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"45e6f93732599f87fc8fd5e02c780cab","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"f41ee6243b4d17ce581f070e38e6eb1a","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"d74b476beb7ecc4a8546755983496aa4","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"47afdb18e08a084738aa2940521441f2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"b4e8ed8bdcbb5485bdc2e1d730588d73","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"9588e14aa2808671c79a54329f5cf28f","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"215b1989c35d7fc6ff6194244744d7fd","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"7e1889484b65930b1ab3447bf3b0b64c","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"0bb7a8bd1bcd65eae134c095ebc5b553","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"d0065accdf1b8edd51839546ea142df7","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"5eb3417ab564edc1f8954241c7ce7f5a","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"69b14564c75c00ca4246ba6119112e42","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"047a82c1f563a461174622146885fd6f","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"c9caf1e1a5070a2c617196c2a529a8ae","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"dc62e0e12766c2355abf2ffaddcbbebd","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"298f48f30781cb93e01f2ba897d25519","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"25e77734d118da74539fb87ff8acf057","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"8b43e67f6c5bb1eb357466f0ebd926a1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"fad5a2f53072b929b6512c0f68401979","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
