"","FL.CON1062.BAL.FlushControl","FL.CON1063.BAL.FlushControl","FL.CON1064.BAL.FlushControl","FL.CON1065.BAL.FlushControl","FL.CON1066.BAL.FlushControl","FL.CON1067.BAL.FlushControl","FL.CON1068.BAL.FlushControl","FL.CON1069.BAL.FlushControl","FL.CON1070.BAL.FlushControl","FL.CON1071.BAL.FlushControl","FL.CON1072.BAL.FlushControl","FL.CON1073.BAL.FlushControl","FL.CON1074.BAL.FlushControl","FL.CON1076.BAL.FlushControl","FL.POST.01.004.BAL.FlushControl","FL.POST.01.005.BAL.FlushControl","FL.POST.01.006.BAL.FlushControl","FL.POST.01.007.BAL.FlushControl","FL.POST.01.010.BAL.FlushControl","FL.POST.01.011.BAL.FlushControl","FL.POST.01.013.BAL.FlushControl","FL.POST.02.002.BAL.FlushControl","FL.POST.02.003.BAL.FlushControl","FL.POST.02.004.BAL.FlushControl","FL.POST.02.005.BAL.FlushControl","FL.POST.02.006.BAL.FlushControl","FL.POST.02.007.BAL.FlushControl","FL.POST.02.008.BAL.FlushControl","FL.POST.02.009.BAL.FlushControl","FL.POST.02.010.BAL.FlushControl","FL.POST.02.011.BAL.FlushControl","FL.POST.02.012.BAL.FlushControl","FL.POST.02.013.BAL.FlushControl","FL.POST.03.002.BAL.FlushControl","ILDCON1062.BAL","ILDCON1063.BAL","ILDCON1064.BAL","ILDCON1065.BAL","ILDCON1066.BAL","ILDCON1067.BAL","ILDCON1068.BAL","ILDCON1070.BAL","ILDCON1071.BAL","ILDCON1072.BAL","ILDCON1073.BAL","ILDCON1074.BAL","ILDCON1076.BAL","NEG.OR.01.002.Water.OralControl","NEG.OR.01.004.Water.OralControl","NEG.OR.01.005.Water.OralControl","NEG.OR.01.006.Water.OralControl","NEG.OR.01.007.Water.OralControl","NEG.OR.01.010.Water.OralControl","NEG.OR.01.011.Water.OralControl","NEG.OR.01.013.Water.OralControl","NEG.OR.03.001.Water.OralControl","NEG.OR.CON1062.Water.OralControl","NEG.OR.CON1063.Water.OralControl","NEG.OR.CON1067.Water.OralControl","NEG.OR.CON1068.Water.OralControl","NEG.OR.CON1069.Water.OralControl","NEG.OR.CON1070.Water.OralControl","NEG.OR.CON1071.Water.OralControl","NEG.OR.CON1072.Water.OralControl","NEG.OR.CON1073.Water.OralControl","NEG.OR.CON1074.Water.OralControl","NEG.OR.CON1075.Water.OralControl","NEG.OR.CON1076.Water.OralControl","OR.CON1062.OralRinse","OR.CON1063.OralRinse","OR.CON1064a.OralRinse","OR.CON1065.OralRinse","OR.CON1066.OralRinse","OR.CON1067.OralRinse","OR.CON1068.OralRinse","OR.CON1069.OralRinse","OR.CON1069a.OralRinse","OR.CON1070.OralRinse","OR.CON1071.OralRinse","OR.CON1072.OralRinse","OR.CON1073.OralRinse","OR.CON1074.OralRinse","OR.CON1075.OralRinse","OR.CON1076.OralRinse","OR.POST.01.002.OralRinse","OR.POST.01.004.OralRinse","OR.POST.01.005.OralRinse","OR.POST.01.006.OralRinse","OR.POST.01.007.OralRinse","OR.POST.01.010.OralRinse","OR.POST.01.011.OralRinse","OR.POST.01.013.OralRinse","OR.POST.02.001.OralRinse","OR.POST.02.002.OralRinse","OR.POST.02.003.OralRinse","OR.POST.02.004.OralRinse","OR.POST.02.005.OralRinse","OR.POST.02.006.OralRinse","OR.POST.02.007.OralRinse","OR.POST.02.008.OralRinse","OR.POST.02.009.OralRinse","OR.POST.02.010.OralRinse","OR.POST.02.011.OralRinse","OR.POST.02.012.OralRinse","OR.POST.02.013.OralRinse","OR.POST.03.001.OralRinse","OR.POST.03.002.OralRinse","POST.01.001.BAL","POST.01.003a.BAL","POST.01.004a.BAL","POST.01.005.BAL","POST.01.006.BAL","POST.01.007b.BAL","POST.01.009.BAL","POST.01.010.BAL","POST.01.011.BAL","POST.01.013a.BAL","POST.02.001.BAL","POST.02.002.BAL","POST.02.003.BAL","POST.02.004.BAL","POST.02.005.BAL","POST.02.006.BAL","POST.02.007.BAL","POST.02.008.BAL","POST.02.009.BAL","POST.02.010.BAL","POST.02.011.BAL","POST.02.012.BAL","POST.02.013.BAL","POST.03.001.BAL","POST.03.002.BAL","POST.04.001.BAL","POST.04.002.BAL","POST.04.003.BAL","POST.04.004.BAL","POST.04.005.BAL","RC1.ReagentControl","RC10.ReagentControl","RC2.ReagentControl","RC3.ReagentControl","RC4.ReagentControl","RC5.ReagentControl","RC6.ReagentControl","RC7.ReagentControl","RC8.ReagentControl","RC9.ReagentControl"
"a9ad2b7b104ba23b9b166c1cd5855627",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00387773722627737,0,0,0.0228613569321534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000397825222119082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00355150649501052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5c60f2ee7c39d1ad91fe8883e9c912be",0,0,0,0.00241372561810947,0,0.00481744421906694,0,0,0,0,0,0,0,0,0.000836374695863747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000169336061525436,0.000197742440471286,0.00038749869591785,0,0,0,0.0014549140129471,0,0,0,0,0,0,0,0,0,0,0.000817134009977636,0,0,0,0,0,0,0,0,0,0,0.0182411278378733,0.017800740477336,0.00325677065478231,0,0,0,0.00210857335017768,0.000303275374039628,0.0108464170840249,0.000685189841589138,0.00054108968837651,0.000201871467249323,0.00289160071217851,0.00439533048066138,0.00407484853359069,0.000229106060121693,0.000111752215928808,0.00514889443651926,0,0.000222704749178776,0.0001068299978634,0.000293513354857646,0.000643639669808348,0.000491244750812139,0.00176407224890591,0.00566206604173536,0.0126273864091496,0,0.00223125922193832,0.000306564053971199,0,0.00092613463743544,0.00248432005702765,0.00403125775241875,0,0,0.000260401780894131,0.0182970079958731,0,0.00126789610870169,0.000184379591483968,0,0.000531501425088196,0.000868286032076352,0,0,0,0.00130674872486616,0,0.00117148603002909,0.000187427371893391,0.00223925255294095,0,0,0.000145645208272648,0,0.000410095176255489,0.00057621888882693,0.000300409844859773,0.0029243097489651,0,0.000640486267220917,0.00218592929841416,0,0,0.000295945546019532,0,0,0,0,0,0.00114749757260129,0.00177616388072073,0,0.000369480879364493,0,0,0,0,0.00223570744171191,0,0,0,0,0
"654a991591c20af626d7517a5274cb23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000924035351804105,0,0,0,0,0.000133548792051176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143419448646585,0,0,0,0.000227429269497186,0,0,0.000660677940816044,0,0,0.000123586843297768,0.000294288418557669,0,0,0.000193541998613699,0,0,0.000819633520184653,0,0.000110046563452161,0.000154234508428916,0.000163235405361288,0,0,0.000122354092744402,0.00011449726160716,0,0,0,0,5.3978987452339e-05,0,0,0,0,0,0,0.000338543136037917,0,0,0,0.000351445809008728,0,0.00154431210547652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"910bb400df4eee9b6b56eaa037af7e45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00380570293020378,0.0026355972974669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00429885650416989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73e58f3167408056db7c7e95ebc418ca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000136330173502867,5.44340414942922e-05,0.00140261723970802,0,7.17772035601493e-05,7.12487531468199e-05,0,0,0,0,0,4.01212553495007e-05,2.35403511043367e-05,0,3.05228565324e-05,0,0.000175538091765913,9.50796291894462e-05,0,0,0.00094010057407325,0,0,4.77762162033037e-05,0,0,7.44764042792014e-05,0,0,0,0,0,0,0,0,0,5.97939103224221e-05,0,1.95703652482501e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000241640179185487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"814893d3eaa36358bd83df44b211d5cb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445559610705596,0,0,0.0838249754178958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000707244839322813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04a75f1199d1bc6b58d19dd8aeb24520",0,0,0.0525573192239859,0.0240067845260617,0.00990844098833563,0.0114942528735632,0,0.00102730930571013,0.0115641215715345,0,0,0,0,0,0.0024330900243309,0.01346894744953,0,0,0,0.0260970219930548,0.00122317357945068,0,0,0,0,0,0,0,0.00682926829268293,0,0,0.00174454828660436,0,0.000715563506261181,0,0,0.000163941755965244,0.00403999302447248,0.00373513680767361,4.08674803836094e-05,0.000801020074543909,0,0,0,0.000318638049935134,0,0.0159432003676762,0.00995408930240117,0.00145744640049093,0,0,0.000172028212626871,0.00327142525952448,0,0,0,0,0,0.005370421371523,0,0,0.00662732637312755,0,0.000397431338506913,0,0.00552088334133461,0.0665951803149162,0,0,0,0,0,0,0,0,0,0,0,2.94084778760021e-05,0,0,0,0,0,0,0,0,0,0,2.06337306472801e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32188390680123e-05,0,0,0.00182437134420433,0.000526163478992923,0.0071871179867639,0,0,0,0.000173735111866108,0,0.00355150649501052,0,0,0,0.00161713042993364,0,0.00444343169647944,0,0.000540017833147048,0,0.000197297030679688,0,0,0,0,0.000284166256204297,0,0,0,0,0,0.000138555329761685,0,0,0.00323994663617305,0.00275641955607138,0.0029543276908336,0.00107296137339056,0,0,0,0.013678844519966
"be8f338e5dbcdc4f7278ecf027ff5697",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00232472776214364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000353166415732634,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00122315675321236,0,0,0,0,0,0,0,0,0,0,0,0,0
"0de07f4f862b3931614c1d3023d4a474",0,0,0,0.0105682040576685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00454385098426586,0,5.96151839873616e-05,0,0.000508332228263272,0,9.80840907604786e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000439266216244483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33763517422456e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000295072292711714,0,0,0.0030175806874836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00456439276164418,0,0,0,0,0,0,0,0,0,0.0050071530758226,0,0,0,0
"e752579b34f48caae0848eae9718dc43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113290754257908,0,0,0.0425884955752212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4bccbdb96fb331b5bd8aec33cbb8a34e",0.00225752508361204,0,0.0258906525573192,0.00241372561810947,0.004828797190518,0,0,0.00308192791713038,0.00407709414381023,0,0.000781996698236163,0.00292537313432836,0,0,0.0093521897810219,0.00348281707505008,0.00193185809624166,0.00116764995083579,0,0.00820793433652531,0,0,0.00691512147359403,0,0,0.002930539967577,0.00347115875446656,0,0,0,0,0.00866043613707165,0,0.00813953488372093,0.000127002046144077,0.000214220977177227,0,0.00042143812125792,0.000795650444238165,0,0.00228862878441117,0,0,4.23322232883671e-05,0.000307258119580308,6.83421893420356e-05,0.00118860837731184,0.00138138382155771,0.0117746327618609,0,0,0.000860141063134354,0,0.00219424096141512,0.00677830940988836,0,0.034370477568741,0,0,0.00268481518481518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00159867592017905,0,0.00533237786114741,0,0.000644317316516001,0,0.000193039013184565,0,0.00210388156497906,0,0.000192484231099529,0.000205047588127745,0.000669157419282886,0.000321867690921185,0.00634233413087236,0,0.000175819759629271,0,0,0.00208851886819443,0.000665877478543948,0,9.54001240201612e-05,0,0,0,0,0,0,0,0.0359712230215827,0,0.0073851724795121,0.0107355287973306,0,0,0,0.0166261151662612,0.00843498572540877,0
"52e3cb0935a827c84c1e61f13bbf45d5",0,0,0.00282186948853616,0.00593646030399896,0,0,0,0,0,0,0,0.00155223880597015,0,0,0,0,0,0.000307276302851524,0.0267158506595126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042143812125792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00219196560300131,0,0,0,0,0,0.00169854658457025,0,0,0,0,0,0,0,0,0,0,0.000743856035247332,0,0,0,0,0,0,0,0.000513114009985988,8.23655382587925e-05,0,0,0,0,0,0,0,0,0,0,0
