""	"rowname"	"FL.CON1062.BAL.FlushControl"	"FL.CON1063.BAL.FlushControl"	"FL.CON1064.BAL.FlushControl"	"FL.CON1065.BAL.FlushControl"	"FL.CON1066.BAL.FlushControl"	"FL.CON1067.BAL.FlushControl"	"FL.CON1068.BAL.FlushControl"	"FL.CON1069.BAL.FlushControl"	"FL.CON1070.BAL.FlushControl"	"FL.CON1071.BAL.FlushControl"	"FL.CON1072.BAL.FlushControl"	"FL.CON1073.BAL.FlushControl"	"FL.CON1074.BAL.FlushControl"	"FL.CON1076.BAL.FlushControl"	"FL.POST.01.004.BAL.FlushControl"	"FL.POST.01.005.BAL.FlushControl"	"FL.POST.01.006.BAL.FlushControl"	"FL.POST.01.007.BAL.FlushControl"	"FL.POST.01.010.BAL.FlushControl"	"FL.POST.01.011.BAL.FlushControl"	"FL.POST.01.013.BAL.FlushControl"	"FL.POST.02.002.BAL.FlushControl"	"FL.POST.02.003.BAL.FlushControl"	"FL.POST.02.004.BAL.FlushControl"	"FL.POST.02.005.BAL.FlushControl"	"FL.POST.02.006.BAL.FlushControl"	"FL.POST.02.007.BAL.FlushControl"	"FL.POST.02.008.BAL.FlushControl"	"FL.POST.02.009.BAL.FlushControl"	"FL.POST.02.010.BAL.FlushControl"	"FL.POST.02.011.BAL.FlushControl"	"FL.POST.02.012.BAL.FlushControl"	"FL.POST.02.013.BAL.FlushControl"	"FL.POST.03.002.BAL.FlushControl"	"ILDCON1062.BAL"	"ILDCON1063.BAL"	"ILDCON1064.BAL"	"ILDCON1065.BAL"	"ILDCON1066.BAL"	"ILDCON1067.BAL"	"ILDCON1068.BAL"	"ILDCON1070.BAL"	"ILDCON1071.BAL"	"ILDCON1072.BAL"	"ILDCON1073.BAL"	"ILDCON1074.BAL"	"ILDCON1076.BAL"	"NEG.OR.01.002.Water.OralControl"	"NEG.OR.01.004.Water.OralControl"	"NEG.OR.01.005.Water.OralControl"	"NEG.OR.01.006.Water.OralControl"	"NEG.OR.01.007.Water.OralControl"	"NEG.OR.01.010.Water.OralControl"	"NEG.OR.01.011.Water.OralControl"	"NEG.OR.01.013.Water.OralControl"	"NEG.OR.03.001.Water.OralControl"	"NEG.OR.CON1062.Water.OralControl"	"NEG.OR.CON1063.Water.OralControl"	"NEG.OR.CON1067.Water.OralControl"	"NEG.OR.CON1068.Water.OralControl"	"NEG.OR.CON1069.Water.OralControl"	"NEG.OR.CON1070.Water.OralControl"	"NEG.OR.CON1071.Water.OralControl"	"NEG.OR.CON1072.Water.OralControl"	"NEG.OR.CON1073.Water.OralControl"	"NEG.OR.CON1074.Water.OralControl"	"NEG.OR.CON1075.Water.OralControl"	"NEG.OR.CON1076.Water.OralControl"	"OR.CON1062.OralRinse"	"OR.CON1063.OralRinse"	"OR.CON1064a.OralRinse"	"OR.CON1065.OralRinse"	"OR.CON1066.OralRinse"	"OR.CON1067.OralRinse"	"OR.CON1068.OralRinse"	"OR.CON1069.OralRinse"	"OR.CON1069a.OralRinse"	"OR.CON1070.OralRinse"	"OR.CON1071.OralRinse"	"OR.CON1072.OralRinse"	"OR.CON1073.OralRinse"	"OR.CON1074.OralRinse"	"OR.CON1075.OralRinse"	"OR.CON1076.OralRinse"	"OR.POST.01.002.OralRinse"	"OR.POST.01.004.OralRinse"	"OR.POST.01.005.OralRinse"	"OR.POST.01.006.OralRinse"	"OR.POST.01.007.OralRinse"	"OR.POST.01.010.OralRinse"	"OR.POST.01.011.OralRinse"	"OR.POST.01.013.OralRinse"	"OR.POST.02.001.OralRinse"	"OR.POST.02.002.OralRinse"	"OR.POST.02.003.OralRinse"	"OR.POST.02.004.OralRinse"	"OR.POST.02.005.OralRinse"	"OR.POST.02.006.OralRinse"	"OR.POST.02.007.OralRinse"	"OR.POST.02.008.OralRinse"	"OR.POST.02.009.OralRinse"	"OR.POST.02.010.OralRinse"	"OR.POST.02.011.OralRinse"	"OR.POST.02.012.OralRinse"	"OR.POST.02.013.OralRinse"	"OR.POST.03.001.OralRinse"	"OR.POST.03.002.OralRinse"	"POST.01.001.BAL"	"POST.01.003a.BAL"	"POST.01.004a.BAL"	"POST.01.005.BAL"	"POST.01.006.BAL"	"POST.01.007b.BAL"	"POST.01.009.BAL"	"POST.01.010.BAL"	"POST.01.011.BAL"	"POST.01.013a.BAL"	"POST.02.001.BAL"	"POST.02.002.BAL"	"POST.02.003.BAL"	"POST.02.004.BAL"	"POST.02.005.BAL"	"POST.02.006.BAL"	"POST.02.007.BAL"	"POST.02.008.BAL"	"POST.02.009.BAL"	"POST.02.010.BAL"	"POST.02.011.BAL"	"POST.02.012.BAL"	"POST.02.013.BAL"	"POST.03.001.BAL"	"POST.03.002.BAL"	"POST.04.001.BAL"	"POST.04.002.BAL"	"POST.04.003.BAL"	"POST.04.004.BAL"	"POST.04.005.BAL"	"RC1.ReagentControl"	"RC10.ReagentControl"	"RC2.ReagentControl"	"RC3.ReagentControl"	"RC4.ReagentControl"	"RC5.ReagentControl"	"RC6.ReagentControl"	"RC7.ReagentControl"	"RC8.ReagentControl"	"RC9.ReagentControl"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"11"	"Dermabacteraceae"	0	0	0	0.00688530530893278	0	0.010943579766537	0	0	0	0	0	0	0	0	0	0.0124256212810641	0	0	0	0	0	0	0	0	0	0	0	0	0.0329261816250664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00275387263339071	0	0	0	0	0	0	0	0	0.00833163991058728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00219029262309445	0	0	0	0.00144857556735876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"12"	"Dermacoccaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0182706222865412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00605823724838773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"13"	"Frankiaceae"	0	0	0.00937808489634748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"14"	"Geodermatophilaceae"	0	0	0	0	0	0	0	0	0	0	0.0809450038729667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"15"	"Gordoniaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00315015750787539	0	0	0	0.00309119010819165	0	0	0	0	0	0	0.00721908349026993	0	0	0	0	0.00371747211895911	0	0.00437828371278459	0	0	0	0	0	0	0.00105108261509355	0	0	0	0	0	0.00171154723870379	0.0442282176028306	0	0	0	0	0.0368784985182746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011666909727286	0	0	0	0	0	0.00394252672157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0271107668474051	0.00610004066693778	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"16"	"Intrasporangiaceae"	0	0	0	0.0103279579633992	0	0.0126459143968872	0	0	0.00247357769282662	0	0.0162664601084431	0	0	0	0	0.00472523626181309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00252259827622451	0	0	0	0	0	0	0.0731977001326847	0	0	0	0.0224778761061947	0	0	0	0	0	0	0	0	0	0	0	0	0.0033271719038817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0371153565699285	0	0.00246565692145122	0	0	0	0	0	0	0	0	0	0.00358367092552197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00328864153807235	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"17"	"Microbacteriaceae"	0	0	0.0118460019743337	0.0023554991846349	0.00537634408602151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00532748354747728	0	0	0	0	0	0	0	0	0	0	0	0	0.0212648439657553	0	0	0	0	0	0	0.00265173836181497	0	0	0.00627943485086342	0.0202647932991083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00539594574886977	0	0	0	0	0	0.00420536183634134	0	0	0	0.00231772090777402	0	0.00109068245559364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00867568257208472	0	0.00692383778437191	0	NA	NA	NA	NA	NA	NA	NA
"18"	"Micrococcaceae"	0.067775337307813	0.248447204968944	0.146100691016782	0.115600652292082	0.14247311827957	0.0705252918287938	0.164597517020425	0.0701505254189151	0.177422981785473	0.0979899497487437	0.099147947327653	0.108473557692308	0.0972388955582233	0.107640067911715	0.0333735865627401	0.164858242912146	0.24487756121939	0.00581870151082074	0.17414314516129	0.0996908809891808	0.0255863539445629	0.143014705882353	0.105767424384745	0.0623222136022757	0.154193305754043	0.124296232135123	0.164783427495292	0.141436464088398	0.0998406797663303	0.14884437596302	0.273757079924481	0.263320941759603	0.0582152432018384	0.188704028021016	0.0196699449908318	0.00756302521008403	0	0.05640864932623	0.0400383141762452	0.00774068698597	0.0561278116459954	0.00600240096038415	0	0.00512930113272067	0.0151036660716738	0.0112134561473769	0.0445002282062985	0.0877930119416188	0.0748914616497829	0.121459324722411	0.15962441314554	0.0791150442477876	0.108659861705631	0.230981067125645	0.132844855049379	0.0896686159844055	0.106429749038285	0.0760164997053624	0.146157472890146	0.0848812602868563	0.158555729984301	0.105376925155363	0.0447063604958342	0.0280884265279584	0.156746765249538	0.182975627500909	0.117429837518464	0.241147741147741	0.0233296932393527	0.00440399295361127	0.0420724839329491	0.0272152924023975	0.00719762165545298	0.0267716535433071	0.0802267651606253	0.180167597765363	0.194601226993865	0.0884353741496599	0.0192637802784665	0.0925009056877189	0.00247912317327766	0.015475735575086	0	0	0.0506944444444444	0.0334226484275843	0.00308999613750483	0.140765233821445	0.101353076333929	0	0.032050287133323	0.00118702189395938	0	0.0583868126336982	0.00956410850915836	0.141833270463976	0	0	0.0029673590504451	0.0265854148530101	0	0.0721201343607983	0	0.0790964837382597	0.0227514164305949	0.0231081319456694	0	0.0299572039942939	0.0523630504833512	0.0592095668659764	0	0.0655160267699894	0	0.105353075170843	0	0.0339933415104258	0	0.00887096774193548	0.0193608584091439	0.02810236600676	0.0250572082379863	0.072764100966033	0	0.0166309896262144	0.00485731633272617	0.104508196721311	0.113543091655267	0.0186915887850467	0.00220994475138122	0.00913060738388249	0	0.0060672917815775	0	0.012566560170394	0.0510890454836643	0.0325644504748982	0.0513392857142857	0.0559174809989142	0.0651690940508516	0.0606764781822876	0.151281008540057	0.117379205666582	0.0759895444361464	0.0076550140341924	0.162702188392008	0.0890207715133531	0.177083333333333	NA	NA	NA	NA	NA	NA	NA
"19"	"Micromonosporaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023081150393845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"20"	"Mycobacteriaceae"	0	0	0	0	0.00376344086021505	0	0	0	0	0	0	0	0	0.0118845500848896	0.00636732901525963	0	0	0.00377705185790118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0046247635064116	0	0	0	0	0	0	0	0	0	0	0	0	0.03407917383821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016552428175587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"21"	"Nakamurellaceae"	0	0	0	0.0246421453161805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"22"	"Nocardiaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00840042002100105	0	0	0	0	0	0	0	0	0	0.0333477695972282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00335423654659472	0	0	0	0	0	0.00210268091817067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"23"	"Nocardioidaceae"	0	0	0	0.00525457510418554	0.00645161290322581	0	0	0	0	0	0	0	0.0684273709483793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00106194690265487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0213650284380925	0	0	0	0	0	0	0	0	0	0	0.00068649885583524	0	0	0.000823316318129425	0	0	0	0	0	0	0	0	0	0	0.000640614990390775	0	0	0	0	0	0	0	0	0.00459300842051544	0	0	0	NA	NA	NA	NA	NA	NA	NA
"24"	"Promicromonosporaceae"	0.00784436774395984	0	0	0.00326146040949447	0	0.00948443579766537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0536602700781805	0	0	0	0	0	0	0	0.015400955921402	0	0	0	0	0.00919439579684764	0	0	0	0	0.00172413793103448	0	0	0	0	0	0	0	0	0	0.00705499276410999	0	0	0	0	0	0	0.0284600389863548	0	0.00235710076605775	0	0	0.00353218210361068	0	0.00386100386100386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017500364590929	0	0	0	0	0	0	0	0	0	0	0.0028604118993135	0	0	0	0	0.0121087928464978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0164301717699776	0	0.00444021566761814	0	0	NA	NA	NA	NA	NA	NA	NA
"25"	"Propionibacteriaceae"	0	0	0.00180980585718987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000364590928977687	0	0	0	0	0	0.00254073944278956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"26"	"Pseudonocardiaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0126396775966294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"27"	"Sporichthyaceae"	0	0	0	0.00815365102373618	0	0	0	0	0	0	0	0	0	0	0	0.0155757787889394	0	0	0.00907258064516129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00240230621396541	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"28"	"Bifidobacteriaceae"	0	0	0	0.00398622938938213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0291400142146411	0	0	0.00387897595034911	0	0	0	0	0	0	0	0	0	0.0140105078809107	0	0	0	0	0	0	0	0	0.00242277407631738	0.015387903398162	0.00933681175339833	0	0.00114103149246919	0	0	0	0	0	0	0	0	0	0.00622824693167247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00117352526991081	0	0	0.0700651769087523	0.0115337423312883	0	0.00400534045393859	0.00108682526264944	0	0	0	0.00405022276225192	0.0117283950617284	0	0.0158362302047122	0	0.0053612458514169	0.0506393861892583	0.0422939624398572	0.00171458718016355	0.0127459749552773	0	0.000405750057964294	0	0	0	0.0205017534394389	0	0.00328272466146902	0	0.010952474085664	0.000776216719708143	0.00659525495750708	0	0.04281098546042	0	0	0	0	0	0	0	0	0.0159453302961276	0	0.0344086021505376	0	0.00067600193143409	0	0	0	0.0306273670344146	0	0.00167660208643815	0	0.00794392523364486	0.0896869244935543	0.00396982929734021	0	0.0827357970215113	0	0	0.0113709160794363	0	0	0	0	0	0	0	0	0.00331717274815004	0	0	0	NA	NA	NA	NA	NA	NA	NA
"29"	"Coriobacteriaceae"	0	0	0	0	0	0	0	0	0.00966944007195862	0	0	0	0	0	0	0	0	0.00234789710085749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000833472245374229	0.000840336134453782	0.00156222877972574	0	0	0	0	0.00300120048019208	0.00403795679386231	0.046163710194486	0.00288342715913772	0.0108129755706848	0.0334322227293473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0353586669376143	0.0309492847854356	0	0	0	0	0.0132036136205698	0.00117439812096301	0.00192142052607169	0.0233273934877693	0.00766703176341731	0.0324146981627297	0.0140869266449064	0.0526070763500931	0.0365644171779141	0.0010972130787799	0.00781995041007057	0.0282574568288854	0.0109603340292276	0.0187237294612151	0.0412498456218353	0.0283515593357635	0.0151234567901235	0.0163587646312227	0.00914123857345178	0	0.00472300229767679	0.0854219948849105	0.0284805214961974	0.0120021102611448	0.0147584973166369	0.00503334591669813	0.00550660792951542	0.00509241795548849	0	0.00808080808080808	0.0515241435122741	0.0360275899015603	0.0277663794282588	0.00750839754989133	0.0426364169763348	0.0162229294419002	0.0256285410764873	0.0874933850767331	0	0.0303138373751783	0.0389366272824919	0.00211462738807058	0.0032994923857868	0	0	0	0.0123042505592841	0	0.00363825363825364	0.0854838709677419	0	0.000482858522452921	0	0	0.00972576530612245	0.0528569076239091	0.00404776361060514	0	0	0.0369158878504673	0.0263351749539595	0.0267963477570464	0.00525624178712221	0.00937672366243795	0.0740740740740741	0	0.0100896860986547	0	0	0	0	0	0	0	0	0.00178616994131156	0	0	0	NA	NA	NA	NA	NA	NA	NA
"30"	"Rubrobacteraceae"	0.0225917791026043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00735036751837592	0	0	0	0	0.00426439232409382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"31"	"Gaiellaceae"	0	0	0	0	0.0239247311827957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0139219637296208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0102066853789232	0	0	0	NA	NA	NA	NA	NA	NA	NA
"32"	"Armatimonadaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.063816604708798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"33"	"Chitinophagaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0254693160610385	0	0	0.0697223356472029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000393700787401575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00262835114771333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0246452576549664	0	0.0282270853155725	0	0	NA	NA	NA	NA	NA	NA	NA
"34"	"[Paraprevotellaceae]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00548907673729279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0322689075630252	0.0157958687727825	0	0.010536398467433	0	0	0	0	0	0.024028559659481	0.013015618742491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0148912935570337	0.00352319436288902	0	0	0	0	0	0	0	0.010533245556287	0	0.0233063639657046	0	0	0	0.00850546780072904	0.00208333333333333	0.0208715272881117	0	0	0	0	0.00108645041129908	0.00514376154049064	0.00134168157423971	0	0.0401112914444702	0	0	0.00155400155400155	0	0	0	0	0.0181889301779777	0	0.0084985835694051	0.0134062444875639	0	0	0.00429645542427497	0.0108648096835351	0.00431472081218274	0	0	0	0	0	0	0.0155913978494624	0	0.0313858039594399	0	0	0.00829081632653061	0	0	0	0	0	0	0.00535926955140929	0	0	0.0547172687090383	0.00191693290734824	0.0152146060217809	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"35"	"Bacteroidaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00100016669444907	0	0	0	0	0	0	0	0	0	0.000686530275985171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00223531802479171	0	0	0	0	0	0.00268043284026606	0	0.000198767640628106	0	0.000860585197934596	0	0	0	0	0	0	0	0	0	0	0	0.00455246913580247	0	0	0	0	0	0.00651870246779451	0	0.00111806797853309	0.000377500943752359	0	0	0	0	0.000539519827353655	0.000133931560972343	0	0	0.00195579894386857	0.000853838391678957	0.00433781869688385	0	0	0	0	0	0	0	0	0.0119589977220957	0	0	0	0.00376344086021505	0	0	0	0	0	0.0139963774082002	0	0	0	0.011214953271028	0	0.00218340611353712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
